rotation,trialtype,reachdev,proprecal
0,1,2.89999883891068,0.954150001233409
0,1,3.21992661424916,2.72581979351173
0,1,0.218549832882813,-0.115087549113972
0,1,0.427392989725642,1.19925053636831
0,1,2.15943617961572,2.99585746795671
0,1,1.18404965060305,2.23768212775481
0,1,2.86737780107516,0.87540179245051
0,1,0.650567899231123,-0.617155129602001
0,1,-0.347772238284975,0.128360829445667
0,1,2.06913237892852,0.705766241617156
0,1,0.604199168141204,-0.258240856560824
0,1,2.37640018142811,0.908646782298132
0,1,2.11735490645123,1.72171147697667
0,1,0.00759762707782792,1.1597986786441
0,1,1.10510610107274,1.68052029061831
0,1,1.52360268225963,0.508581224227561
0,1,1.25845124329034,0.310472394966351
0,1,0.405922128837162,0.0232042207854571
0,1,0.864566370325554,0.261702346672514
0,1,1.09301582975597,-1.29348362196103
0,1,0.973281523112848,0.533568935791782
0,1,2.28092130150751,-0.359138958508659
0,1,0.0140952879653535,-1.33473819857792
0,1,0.605787056223896,0.31081954772014
0,1,0.113397198999837,0.566467382571536
0,1,-0.88306979372306,-0.0620577903042999
0,1,1.50668809416666,0.591279682931997
0,1,2.18495755213829,-1.00305386188447
0,1,1.39410910054616,0.162997746338725
0,1,1.0437684225217,-0.190389836685778
0,1,0.402772207382734,2.66375269558788
0,1,2.16217934532635,0.696452450070358
0,1,0.538196162078805,-1.13529546926242
0,1,1.41365692242753,-0.371497244865247
0,1,0.0575468716609939,-2.27776450145823
0,1,-0.120493442236674,1.73473088216525
0,1,-0.371809772157895,-1.62701215779452
0,1,0.184574723081759,0.287933182733471
0,1,-0.376309317355625,0.301165582560218
0,1,4.35478323884892,0.00754442452129369
0,1,0.18731780334793,0.108001618966082
0,1,0.0210823746384648,-0.50153939848054
0,1,-0.526975899576336,1.21971560580024
0,1,-0.248337138150261,-0.41069694393941
0,1,-0.538115840124209,0.978805212884016
0,1,-1.98058718216289,-3.72066230810043
0,1,0.842761703942299,1.76575170006875
0,1,0.242250233207639,1.46810969969242
0,1,-0.561631096082996,-0.351193858579433
0,1,-0.759107311077811,1.77612102179629
0,1,-0.115458370167064,-1.21888122159764
0,1,0.0629968233102906,0.148515679043634
0,1,-0.0515125436959675,-0.302591051431131
0,1,0.115303066551147,0.212909948271486
0,1,-0.352270412054822,-1.08364152601821
0,1,-1.23597540310253,1.20310078641883
0,1,-0.84483149352993,1.4697009797415
0,1,-1.92736924479122,-1.01390910012213
0,1,1.59751095935889,1.3283436136331
0,1,-0.8139715653899,-0.861644067034764
0,1,0.394943084037257,0.784255093997372
0,1,-0.562136167007429,2.37818832744893
0,1,0.999894518969388,-1.47614254159718
0,1,-1.78233767202779,-1.54180970684009
30,1,-3.49554211220842,7.37055590710508
30,1,-7.96400166260792,9.39356384626655
30,1,-12.2764414601658,8.5171668995424
30,1,-14.458629759438,10.0329546819663
30,1,-15.7924753099089,10.5275971228973
30,1,-16.571948181727,10.006079105792
30,1,-17.5805001894015,8.19702272843715
30,1,-16.9664621206093,9.35131827491332
30,1,-21.3168737961118,8.95272915263874
30,1,-19.4767404128906,9.54807954802864
30,1,-20.9666086542731,11.7575851384774
30,1,-17.5082409817146,11.7343419691149
30,1,-19.226954344509,8.93803187347121
30,1,-21.0044267297148,8.85828894995446
30,1,-20.6397877033768,8.19735481952058
30,1,-17.9616742392594,9.34756758457437
30,1,-19.7264249078174,10.220344741813
30,1,-21.1694481310351,11.9193988603955
30,1,-20.5888746501612,9.95088356571642
30,1,-22.46819902553,8.2861939907306
30,1,-21.1761432669991,8.74750746313666
30,1,-18.3900670303328,7.25649635855107
30,1,-21.7514979958161,8.02647827016493
30,1,-20.0678173965787,7.91486249806817
30,1,-22.5169732601805,9.76251483205688
30,1,-22.8831377900248,10.5534519971601
30,1,-20.2387968067698,9.13129891836036
30,1,-20.3512892282115,8.41736226725653
30,1,-21.5963550554785,9.54295602508123
30,1,-21.6933557011787,9.75531230263217
30,1,-19.1832080888588,10.6945779573953
30,1,-20.0485035943946,9.65896787805988
30,1,-21.7627085319129,9.75598382286707
30,1,-22.9527805213364,11.375500956237
30,1,-21.6687467006388,7.63573268965841
30,1,-23.4275744031396,9.23582894643408
30,1,-24.2329152936351,8.96107021323198
30,1,-23.0233482722455,7.66017228484668
30,1,-20.9988012359711,11.0602852267681
30,1,-18.8274393882456,8.53543356898837
30,1,-23.3580938779794,8.45027092219982
30,1,-22.3190478373673,9.65784185283834
30,1,-22.514588324696,9.61800327405156
30,1,-21.539857321983,9.12212067537682
30,1,-23.4796296148647,9.38503474621062
30,1,-23.7669456512658,8.71333876322838
30,1,-22.0075969995065,9.25813838522742
30,1,-20.6024084990222,9.73741652712064
30,1,-22.0814251714309,8.82460725684778
30,1,-23.6907823635525,11.0601630028235
30,1,-23.3858470187832,6.65235774886839
30,1,-22.3422639914196,10.4032645574893
30,1,-23.9928445032278,12.7740117729572
30,1,-24.1628040694168,8.14492321632485
30,1,-25.1631874735913,9.34634946982226
30,1,-24.7298455429062,10.2242242658794
30,1,-22.2800539309381,9.35646068242757
30,1,-26.4592153144373,10.0269826682844
30,1,-21.9988593642174,9.49746556902597
30,1,-26.0688748620062,11.3774227688487
30,1,-24.6720793084516,11.6390651951214
30,1,-22.6106568058077,10.7481175890782
30,1,-25.5713989702321,10.2448412573862
30,1,-24.3693612345861,11.2990428940173
30,1,-25.1263961974102,9.07904887492242
30,1,-24.8072044960299,9.19992903240944
30,1,-24.3620001576772,11.9595903668839
30,1,-26.1587473506811,10.5481544380624
30,1,-26.0477946243538,9.47715366353415
30,1,-27.4243897022641,9.54595167645547
30,1,-21.5993695795038,9.7710552557868
30,1,-22.0177843863138,9.57863917709239
30,1,-24.1497398516572,9.949031307068
30,1,-23.9071303384949,9.39770174386621
30,1,-25.4767177685289,8.46974408353998
30,1,-24.2869794174914,10.266430408829
30,1,-26.0984419410001,9.62495041571271
30,1,-22.0530109743844,9.57410105478127
30,1,-26.1440246616295,9.14637606002643
30,1,-23.1889477852102,9.85835873406769
30,1,-25.7721373970191,11.0303696520483
30,1,-23.6414300577392,10.0692353481701
30,1,-25.3394453985644,10.7345476897878
30,1,-23.4511550992563,8.88842760498319
30,1,-23.6121904589335,9.00626702515372
30,1,-25.5993104023909,11.253874330012
30,1,-25.66313299725,10.1176645678571
30,1,-26.2736756214664,8.39493777401458
30,1,-26.5290020047148,8.7263279489847
30,1,-22.977371617196,10.101630298775
30,1,-27.6784858428024,9.82797777997619
30,1,-24.5140998494847,9.93896488123189
30,1,-23.7239392180005,9.93123158895571
30,1,-23.6656303378163,10.6537467832808
30,1,-26.4728368284281,9.73598969855055
30,1,-25.2375497086841,10.2567576686425
30,1,-25.6949390980528,9.16823106587584
30,1,-26.3547703313342,9.3725200473061
30,1,-26.6645731426988,11.3818034079618
30,1,-25.4537947060324,9.52666985624599
30,1,-23.8909459315662,8.3732835450621
30,1,-25.3516951126268,8.83626466066998
30,1,-24.3000283151304,10.7308648388863
30,1,-26.9557263989552,10.9946343779129
30,1,-24.466165178597,9.34576996836779
30,1,-28.9793286180284,8.76911337991644
30,1,-24.5966097443712,10.9575046260661
30,1,-23.2752008953779,9.40533023165093
30,1,-22.7668257908762,9.29203538435119
30,1,-27.433714237836,9.88288586692109
30,1,-24.7313341445009,11.0658318813558
30,1,-26.2282722092598,9.57874181529978
30,1,-24.3460930553824,9.95824767705119
30,1,-26.3561552371416,10.1094216595173
30,1,-26.4722539482231,10.8434740582026
30,1,-25.4977544116936,9.83947946101631
30,1,-27.5982441773855,10.0464901025215
30,1,-22.8873695345863,10.0791736425739
30,1,-27.7892372972865,9.39676138786132
30,1,-24.3448812404623,10.467526121616
30,1,-26.8684010697887,11.0863564265604
30,1,-23.5586638598269,9.33013694643046
30,1,-28.1619973552306,9.56834213388133
30,1,-25.8949362233632,9.84008265952136
30,1,-25.1799711466066,9.7339767936898
30,1,-26.9976467557499,9.39044617313232
30,1,-27.9097896496508,8.51078068673405
30,1,-23.7013445082856,10.7236277214191
30,1,-27.5785330638301,10.4998196785819
30,1,-26.5559896617486,9.89455007111469
30,1,-27.8321436538497,11.3430737367418
30,1,-25.4209039766639,9.74661032677175
30,1,-26.4649148616224,12.0419683727378
30,1,-26.5244377896716,11.7655255153351
30,1,-26.2765477313563,8.77608435307912
30,1,-25.6019585931541,11.1469380139795
30,1,-24.6900340229885,10.1351381163847
30,1,-24.7200682891341,11.6746846241019
30,1,-29.6167149351412,10.2653584399186
30,1,-27.63848270786,11.2016903056779
30,1,-25.2075534798737,11.1606959734274
30,1,-27.7441233589011,12.2260817817086
30,1,-26.3460539379905,8.6554813305536
30,1,-27.0751385394701,10.858315496246
30,1,-27.4209843331496,11.363822152465
30,1,-25.2007579370751,11.2179714299468
30,1,-28.0714402564166,10.3244373711071
30,1,-27.528351772057,10.3796330330644
30,1,-24.1228276742986,10.0615547933196
30,1,-28.1065940373305,10.1793545907507
30,1,-27.4542602419327,11.4853392703661
30,1,-28.6159366456133,8.97468077106525
30,1,-25.6140141078549,10.2904634631223
30,1,-27.6026738761887,10.3782871164081
30,1,-26.4432304897729,8.73010340622184
30,1,-27.8626540526269,11.1056312918721
30,1,-25.6933579047934,11.4299308370186
30,1,-28.276452031093,9.80432335662782
30,1,-24.2120333672834,10.2539211281406
30,1,-28.7063437854295,10.3963937310497
